0.56,0.76,0.5,0.58,0.49,0.64,
0.73,0.63,0.61,0.79,0.72,0.7,
0.72,0.81,0.67,0.86,0.69,0.75,
0.7,0.82,0.78,0.72,0.76,0.81,
0.69,0.88,0.75,0.78,0.79,0.76,
0.86,0.85,0.77,0.81,0.87,0.82,
0.7,0.87,0.83,0.86,0.72,0.79,
0.63,0.86,0.71,0.88,0.72,0.78,
0.74,0.87,0.8,0.83,0.77,0.9,
0.75,0.8,0.74,0.92,0.75,0.9,
