68.11858081817627,3.5455334186553955,70.99613070487976,3.3660049438476562,68.8432264328003,3.2844033241271973,
119.53750967979431,6.182132720947266,124.72522234916687,6.169023513793945,124.82079482078552,6.561262845993042,
182.12681126594543,9.311115264892578,196.27157139778137,9.6102135181427,181.89901614189148,9.697548151016235,
240.5016565322876,12.286763906478882,227.64458537101746,12.71503734588623,239.70154571533203,13.09200930595398,
320.8409435749054,15.137995481491089,287.5094139575958,15.975676536560059,313.74504232406616,16.021425008773804,
368.2345561981201,22.898847579956055,380.92579984664917,18.350947856903076,373.9289209842682,19.02893090248108,
416.6895124912262,24.15055751800537,445.5514633655548,23.875654935836792,446.17186403274536,23.262523651123047,
476.63253927230835,25.4091374874115,461.57931780815125,26.75675654411316,483.78387212753296,25.33096671104431,
501.1658880710602,29.177908182144165,538.176087141037,29.4779109954834,519.5553081035614,29.598891973495483,
619.158285856247,33.072633504867554,601.7853090763092,32.1496000289917,609.1129384040833,32.52357578277588,
